14.787	-11.978	2.475
14.776	-12.094	2.475
8.338	-5.656	2.475
7.906	-5.88	2.475
14.762	-12.759	2.475
14.785	-12.988	2.475
14.819	-13.15	2.475
14.973	-13.616	2.475
7.412	-6.088	2.475
7.122	-6.21	2.475
6.919	-6.273	2.475
17.138	-16.492	2.475
16.459	-16.492	2.475
6.402	-6.435	2.475
6.302	-6.466	2.475
5.85	-6.562	2.475
9.103	-9.815	2.475
8.886	-9.665	2.475
8.149	-9.24	2.475
7.599	-8.99	2.475
5.274	-6.665	2.475
4.664	-6.734	2.475
6.528	-8.597	2.475
5.721	-8.402	2.475
4.01	-6.758	2.475
3.331	-6.758	2.475
4.853	-8.28	2.475
4.14	-8.246	2.475
2.652	-6.758	2.475
1.973	-6.758	2.475
3.457	-8.242	2.475
2.779	-8.242	2.475
1.294	-6.758	2.475
0.616	-6.758	2.475
2.1	-8.242	2.475
1.421	-8.242	2.475
-0.063	-6.758	2.475
-0.742	-6.758	2.475
0.742	-8.242	2.475
0.063	-8.242	2.475
-1.421	-6.758	2.475
-2.1	-6.758	2.475
-0.616	-8.242	2.475
-1.294	-8.242	2.475
-2.778	-6.758	2.475
-3.457	-6.758	2.475
-1.973	-8.242	2.475
-2.652	-8.242	2.475
-4.14	-6.754	2.475
-4.853	-6.72	2.475
-3.331	-8.242	2.475
-4.01	-8.242	2.475
-5.643	-6.609	2.475
-6.528	-6.403	2.475
-4.664	-8.266	2.475
-5.274	-8.335	2.475
-7.457	-6.152	2.475
-7.89	-9.114	2.475
-8.338	-9.344	2.475
-14.77	-2.912	2.475
-14.891	-3.408	2.475
-8.766	-9.595	2.475
-8.919	-9.687	2.475
-9.172	-9.868	2.475
-15.128	-3.912	2.475
-15.409	-4.304	2.475
-9.568	-10.151	2.475
-9.934	-10.463	2.475
-15.761	-4.637	2.475
-15.959	-4.791	2.475
-16.17	-4.907	2.475
-10.294	-10.783	2.475
-10.63	-11.126	2.475
-16.641	-5.114	2.475
-16.996	-5.216	2.475
-17.2	-5.234	2.475
-10.946	-11.488	2.475
-11.032	-11.589	2.475
-11.244	-11.869	2.475
-17.747	-5.366	2.475
-12.449	-14.058	2.475
-12.622	-14.564	2.475
-14.75	-12.436	2.475
-14.741	-12.632	2.475
-14.803	-13.062	2.475
-12.77	-15.095	2.475
-12.891	-15.652	2.475
-14.964	-13.58	2.475
-15.203	-14.02	2.475
-13.093	-16.129	2.475
-13.217	-16.273	2.475
-13.303	-16.341	2.475
-13.468	-16.433	2.475
-15.505	-14.396	2.475
-15.602	-14.507	2.475
-15.866	-14.713	2.475
-14.088	-16.492	2.475
-14.767	-16.492	2.475
-16.289	-14.969	2.475
-16.453	-15.053	2.475
-16.608	-15.111	2.475
-16.783	-15.155	2.475
-15.446	-16.492	2.475
-16.124	-16.492	2.475
-17.228	-15.388	2.475
-21.555	-16.492	2.475
-20.876	-16.492	2.475
-21.992	-15.376	2.475
-21.992	-14.697	2.475
-20.197	-16.492	2.475
-19.519	-16.492	2.475
-21.992	-14.019	2.475
-21.992	-13.34	2.475
-18.84	-16.492	2.475
-18.161	-16.492	2.475
-21.992	-12.661	2.475
-21.992	-11.982	2.475
-17.482	-16.492	2.475
-16.803	-16.492	2.475
-18.102	-15.193	2.475
-18.633	-15.02	2.475
-19.092	-14.758	2.475
-19.492	-14.414	2.475
-19.82	-14.0	2.475
-20.063	-13.532	2.475
-20.188	-13.107	2.475
-21.992	-11.303	2.475
-21.992	-10.624	2.475
-20.251	-12.365	2.475
-20.238	-12.149	2.475
-20.168	-11.788	2.475
-21.992	-9.946	2.475
-21.992	-9.267	2.475
-19.977	-11.282	2.475
-19.722	-10.858	2.475
-21.992	-8.588	2.475
-21.992	-7.909	2.475
-19.4	-10.501	2.475
-19.02	-10.202	2.475
-21.992	-7.23	2.475
-21.992	-6.551	2.475
-18.578	-9.966	2.475
-18.47	-9.913	2.475
-18.061	-9.803	2.475
-21.992	-5.873	2.475
-21.992	-5.194	2.475
-17.447	-9.739	2.475
-16.91	-9.801	2.475
-16.609	-9.898	2.475
-21.992	-4.515	2.475
-21.992	-3.836	2.475
-12.25	-13.579	2.475
-12.028	-13.121	2.475
-21.992	-3.157	2.475
-21.992	-2.479	2.475
-11.786	-12.684	2.475
-11.694	-12.523	2.475
-11.524	-12.267	2.475
-18.945	-4.847	2.475
-19.43	-4.477	2.475
-19.771	-4.074	2.475
-19.837	-3.954	2.475
-21.992	-1.8	2.475
-21.992	-1.121	2.475
-20.222	-2.89	2.475
-20.261	-2.588	2.475
-20.236	-2.198	2.475
-21.992	-0.442	2.475
-21.992	0.237	2.475
-20.118	-1.638	2.475
-20.021	-1.373	2.475
-19.907	-1.17	2.475
-21.992	0.916	2.475
-21.992	1.492	2.475
-21.89	1.492	2.475
-19.633	-0.764	2.475
-19.43	-0.523	2.475
-19.3	-0.419	2.475
-21.211	1.492	2.475
-20.532	1.492	2.475
-18.907	-0.133	2.475
-18.552	0.054	2.475
-18.447	0.086	2.475
-19.853	1.492	2.475
-19.174	1.492	2.475
-17.905	0.223	2.475
-17.522	0.263	2.475
-17.241	0.238	2.475
-18.495	1.492	2.475
-17.817	1.492	2.475
-16.299	-0.026	2.475
-16.018	-0.168	2.475
-15.602	-0.493	2.475
-15.255	-0.89	2.475
-15.006	-1.319	2.475
-7.412	-8.912	2.475
-7.122	-8.79	2.475
-6.919	-8.727	2.475
-17.138	1.492	2.475
-16.459	1.492	2.475
-6.402	-8.565	2.475
-6.302	-8.534	2.475
-5.85	-8.438	2.475
-9.103	-5.185	2.475
-9.371	-5.001	2.475
-10.031	-4.465	2.475
-10.643	-3.862	2.475
-11.195	-3.204	2.475
-11.441	-2.847	2.475
-15.78	1.492	2.475
-15.101	1.492	2.475
-12.294	-1.316	2.475
-12.543	-0.682	2.475
-12.665	-0.266	2.475
-14.423	1.492	2.475
-13.744	1.492	2.475
-13.033	0.781	2.475
